ChubbyPillow,0, , ,周末画报,自由撰稿人,纽约,"装逼是本枕人生一大动力。<br>——————————————————————<br>本人已委托维权骑士（<a href=""https://link.zhihu.com/?target=http%3A//rightknights.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">rightknights.com</span><span class=""invisible""></span><i class=""icon-external""></i></a>）为我的文章进行维权行动。【爱好：香水/音乐/耳机/解谜游戏——Diptyque/Penhaligon's/Tom Ford/Atelier Cologne脑残粉、By Kilian/Neela Vermeire/Memo/Ormonde Jayne路人粉——Vittorio Grigolo脑残粉、Juan Diego Florez/Rolando Villazon路人粉（美声部分），常年黑Josh Groban的Josh Groban真爱粉，Andrea Bocelli/Lior/Muse/2Cellos/李健路人粉（其他）——Sennheiser/AKG/Audeze路人粉——The Room系列脑残粉——随时可卖萌随时可黑化/夜用超薄玻璃心】",香水爱好者 / 耳机烧友 / 追星狗,2372,46174,703,82
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
段小蜗,0, , , , ,北京,"爱玩，喜欢发现很多新奇、不同的观点和事物。从不是甚软妹，只是卖得一手好萌。Si je t'aime, prend garde à toi. Tu crois l'éviter, il te tient.",我看鸟，也看鱼，为什么不能看你？,214,4531,15,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
纯徒屌丝,1,Ferengi Academy of Commerce,Department of Acquisitions,"Quark's Bar, Grill, Gaming House and Holosuite Arcade",bartender, ,流浪家，骑行世界中，建筑、文学、艺术、语言学爱好者。2014年7月开始环球旅行，徒步了云南四川越南柬埔寨，2016年4月结束了6000公里日本骑行。20000公里欧洲骑行中。微信公众号：流浪家梁二,流浪家，两万公里欧洲骑行中,161,8220,104,27
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Sir.Martino,1,RMIT University,传播学,上海LINK跑酷团队,负责人,上海,我大笑，我狂奔，我不屑这恶俗的世道。人生，是用来体验的。别把青春浪费在所谓宁缺勿滥上。我选择宁滥勿缺。Ain't nobody got time for that! <br><br>我可以不同意你的观点，但我誓死保卫你发表观点的权力。,旅行/跑酷/口无遮拦。澳洲/埃及/英国海龟。传播学硕士。井口之蛙。,278,16331,138,1
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
梁潇华,1,新加坡华侨中学, ,微软（Microsoft）,Azure Data Lake,新加坡,"In honor of free will..OK, let's presume that it exists...",只回答政史问题的学计算机体系结构的伪码农,79,23134,272,2
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
赫敏,0, , , , , ,,We're all stories in the end.,667,2461,111,4
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
邓永泉,1,北京大学法学院,国际刑法,北京仲裁委员会,仲裁员,北京,《商法》（China Business Law Journal）“法律精英100强”（China's Top100 Lawyers）[2016-11-28]&lt;br&gt;主持《股泉周刊》，一个集懂行和轻松于一身的商业法律媒体，讲析激烈的股权纠纷，有料、有趣、有水准；同案同判案件的分析和代理，有理、有据、有水平。&lt;br&gt;微信公众号：股泉周刊。,专注股权纠纷 / 微信：股泉周刊,658,9536,78,36
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
token胡依林,1,初中毕业生, ,微软（Microsoft）,设计师,上海,"假装是设计师的摩托车修理工鸡汤过气网红。Just a man, Couldn't be more straight.单身，偶尔飙车，外貌协会, 知乎纯私人，不回答工作相关问题。我已委托“维权骑士”为我的文章进行维权行动。&lt;br&gt;&lt;br&gt;特认真找女朋友ing.... 我的介绍帖：&lt;br&gt;&lt;br&gt;Hi Girl, I'm Still here, Where are you？&lt;br&gt;&lt;br&gt;<a href=""https://zhuanlan.zhihu.com/p/27644643"" class=""internal""><span class=""invisible"">https://</span><span class=""visible"">zhuanlan.zhihu.com/p/27</span><span class=""invisible"">644643</span><span class=""ellipsis""></span></a>",一个有趣的灵魂.,158,53031,133,13
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
黄油油油,0, , , , ,北京,"阅读丨英语丨美妆丨护肤丨香水&lt;br&gt;专注于学生党的自我提升&lt;br&gt;自我提升交流Q群 608121922&lt;br&gt;Let's strive to be better, you and I",公众号『晃悠着世界』聊聊学习，美妆和自我提升,104,3230,103,2
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
魏嘉毅,1,复旦大学, , , ,上海,你在上海嘛我请你看戏呀！,Don't look back in anger,276,55715,71,15
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Chang Allen,1,伊利诺伊大学香槟分校 (UIUC),计算机科学,标准普尔 (Standard & Poor's),,伊利诺伊大学厄本那香槟分校 (UIUC),请问我是如何做到赚了钱没空花的？！,A Sleeping Gypsy,11,2024,39,2
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Serena Yu,0,无锡市第一中学, ,南澳大学（University of South Australia）,Research Associate,Adelaide,,Don't be evil.,62,16565,1551,3
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
WillsLuk,1, , , , ,上海,魔都西南角土著  |  某著名不知名大学学生  | 摄影爱好者  |  Apprends l'informatique,5% Genji,104,1568,38,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
周北树,1, , , , ,上海,"愿你被这个世界温柔以待，纵然物非人非&lt;br&gt;&lt;br&gt;Nobody likes you every one left you, they're all out without you havin' fun.",国内也能听我的歌啦~http://i.xiami.com/clear,118,29727,72,36
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
曾旻,1,北京大学,计算机,助理来也,PM,北京,l'existence précède l'essence,PM AI PKU Todai 公众号：搬砖引玉（谈谈那些真正重要的事情）,534,24135,92,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
刘尧,1,北京第二外国语学院,市场营销, , ,北京,"已从知乎离职，申请专栏请访问 <a href=""http://zhuanlan.zhihu.com/request"" class=""internal""><span class=""invisible"">http://</span><span class=""visible"">zhuanlan.zhihu.com/requ</span><span class=""invisible"">est</span><span class=""ellipsis""></span></a>，其他问题请发邮件至 zhuanlan@zhihu.com",It's a trap,976,13140,31,7
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
剑桥桥头,1,华威大学 (The University of Warwick),心理学,PhD Student,,United Kingdom,"How can knowledge be learned, represented, and used in a SCALABLE way?&lt;br&gt;- Rich Sutton on 'The Future of AI' &lt;br&gt;&lt;br&gt;Both art and science are by-products of the desire to create / discover more data that is compressible in hitherto unknown ways!  &lt;br&gt;- Jürgen Schmidhuber",神经经济学博士生,675,2243,24,1
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
陈绿芽,0,师范大学,汉语言文学=中文系, , ,天津,"公粽号  陈绿芽&lt;br&gt;&lt;br&gt;微信769815400&lt;br&gt;&lt;br&gt;I can't be happy anymore.&lt;br&gt;&lt;br&gt;&lt;br&gt;*  &amp;amp;我已委托维权骑士（ <a href=""https://link.zhihu.com/?target=https%3A//www.rightknights.com/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">https://www.</span><span class=""visible"">rightknights.com/</span><span class=""invisible""></span><i class=""icon-external""></i></a> ）为我的文章进行维权运动。请勿非法转载！","I can't be happy anymore.
公众号：陈绿芽",15,12245,113,3
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Serena Locke,0,北京外国语大学,国际关系学院, , ,美国,,UVa Law'2017 | BFSU SIRD'2013 | 专业好奇家 永远的理想主义者,130,14750,41,12
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
james bond,1,卡尔斯鲁厄理工学院, ,某地集团,,德国,严重拖延癌患者一直在想成为James Bond的路上持续跑偏着。,don't judge,106,1245,10,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
魔女凯瑟琳,0,南京财经大学, ,平安银行,,南京,C'est la vie.,魔兽世界玩家,0,1447,47,3
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Frost,1,中国人民大学, , , ,武汉,"""I don't lose any sleep at night over the potential for failure. I can not even spell the word."" - James Mattis",Individual over institution,1,7756,0,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
张得意,1,the Catcher,In the Rye,better late than never 乐队,解他妈的散了,In Limbo,wanna be in a band / wanna get a phd in CCRMA / talk is cheap / do something / I don't belong here,i wish i were special,372,1390,196,6
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
kkhenry,1,剑桥大学（University of Cambridge）,Addenbrook's Hospital,上海长海医院,麻醉科医师,上海,麻醉科住院医师&lt;br&gt;麻醉学研究生,麻醉医生,20,1270,17,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
质明兮,1, , ,临床医学,,上海,"(づ￣ 3￣)づ 我的专栏有一些出柜资料。希望可以帮到大家。&lt;br&gt; &lt;br&gt;(^^) 安心考研狗，加油加油！&lt;br&gt;&lt;br&gt;(#`3')家有小瓜瓜，幸福又安康 。&lt;br&gt;&lt;br&gt;(^o^) 开通了值乎，你想聊的，你想问的都可以和我说，愿意尽我所能帮助你。&lt;br&gt;&lt;br&gt;╰(*︶`*)╯我已委托“维权骑士”（<a href=""https://link.zhihu.com/?target=http%3A//rightknights.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">rightknights.com</span><span class=""invisible""></span><i class=""icon-external""></i></a>）为我文章进行维权行动。&lt;br&gt;&lt;br&gt;(ノ｀⊿)ノ艾滋病检测咨询请去微博找miss阿月或者枭铮，本人不回复此类问题。",性别男，爱好男，专业医学狗。Partnered。,35,11654,152,40
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
老豺,1, , , , , ,You may say I'm a dreamer,牙医,443,11067,139,5
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Coke,0, , , , ,美国,"(*￣▽￣)/☆*""`'*-.,_,.-*'`""*-.,_☆",いつか帰るべき故郷を探し続ける旅人,50,17115,326,2
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
CIH Hacker,1, , ,8tory,CEO,台湾,8tory創始人。&lt;br&gt;Social Media Network、&lt;br&gt;Kernel Hacking。,I'm a hacker,1,16008,2,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
紫烟,0,贝尔法斯特女王大学（Queen's University Belfast）,人类学, , ,澳大利亚,拿别人名字开低俗玩笑的人一律拉黑。,淘气。,188,1324,20,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
苎苧,0,北京交通大学, , , ,北京,"I thought what I'd do was, I'd pretend I was one of those deaf-mutes. That way I wouldn't have to have any goddamn stupid useless conversations with anybody. If anybody wanted to tell me something they'd have to write it on a piece of paper and shove it over to me. They'd get bored as hell doing that after a while, and then I'd be through with having conversations for the rest of my life.",,317,10456,63,4
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Andy Ha,1,St Paul's boy school, ,加州理工学院（California Institute of Technology）,Research,香港,有些事情我们不用那么着急去做的。,Centre for cold matter/志明/INTJ,212,1129,7,2
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
lilittleV,0, , , , ,香港,It's true,,126,2497,64,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
燃邪,0, , , , , ,Only hate the road when you're missing home.&lt;br&gt;林子大了什么鸟都有。&lt;br&gt;喜欢善良到略显笨拙的人。&lt;br&gt;【福祸相依】&lt;br&gt;【新年愿望是变得理智且善良。】&lt;br&gt;【跟我爱的男人不在同一部漫画里】,跌跌撞撞想变成人的狗子。,22,1487,188,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
虎牙酱酱,0, , , , , ,微信公众号：YSTL1996  一世童灵&lt;br&gt;眼里的虚与实记录和那些事的“伪科普”。&lt;br&gt;有点特别经历的废柴少女做一些特别的事。(｀*)&lt;br&gt;眼睛的存在：白天看到帅哥美女发光，晚上看到妖魔鬼怪发光。&lt;br&gt;一个有信仰的普通人，正信不迷信。&lt;br&gt;有一颗红心足够。&lt;br&gt;偶尔算命看事处理阴邪助人，勾搭不到我是因为我真的懒，懒得认识新的人，懒得和人建立起沟通的桥梁，自嗨型老可爱。&lt;br&gt;但也不是绝对的，我可不高冷！讲究缘分，无缘顺其自然，有缘自然会有牵连的。（志同道合才有意义啊谁都不会喜欢没有礼貌不会说话的家伙啊喂！）&lt;br&gt;谢谢你关注了无趣的我，给你比心心 (●''●),一世通灵/一无是处/一无所有/美少女控/属猫,203,2863,99,4
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
ChampionOfTD,1, , , , ,北京,,G―W┄P┄W'―G',329,4744,76,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
老妖菁,0, , , , ,广州,It always seems impossible until it's done.,微信公众号：同知乎名,3,4203,85,8
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
理央,0, , , , , ,shall i compare thee to a summer's day.....,夏日香气 。,1,1136,6,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
杨超,1,西北工业大学,计算机,阿里巴巴云计算,intern,苏州,Don't Panic,不生产代码的搬运工,37,1962,264,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Melodie,0,武汉大学,软件工程,知乎,产品设计师,武汉,"If you don't have time to do it, you don't have time not to do it.&lt;br&gt;<a href=""https://link.zhihu.com/?target=http%3A//melodiezhang.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">melodiezhang.com</span><span class=""invisible""></span><i class=""icon-external""></i></a>",Stay sharp,150,4994,19,9
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Gerry Che,1, , ,加州大学伯克利分校 (UC Berkeley),Visiting scholar,巴黎（Paris）,洗心革面,"You're in my memory, forever.",80,3140,4,6
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
小鱼儿,0,清华大学, , , ,北京,(〃'▽'〃),一枚苦逼的港漂女律丝,314,3998,76,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Ciel Chen,0,常春藤联盟（IVY league）, , , ,上海,"If you are reading this, you are stalking me. &lt;br&gt;Don't worry, you have impeccable taste.",INTJ/沃顿商学院19'/LGBT平权/很猫,784,13327,37,3
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
左手,0,伦敦国王学院 (King's College London),Exchange Student, , ,伦敦（Greater London）,有业游民,对世界充满了好奇心,772,5058,165,20
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Han Hsiao,1, , ,沃森（IBM）,,Auckland,"“黑暗中，他点燃了手中的烟斗，仿佛已经看穿了一切。“&lt;br&gt;&lt;br&gt;Numbers don't lie. Politics, poetry, promises... those are lies. Numbers are as close as we get to the handwriting of God.&lt;br&gt;&lt;br&gt;本人授权“维权骑士”。&lt;br&gt;Email:hanhsiao@dataology.cc",数据分析/数据挖掘/机器学习/人工智能/日格一物,150,31294,547,35
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
1993,0, ,法语, , ,上海,Don't be afraid to be amazing.,灵感作答,113,4891,1,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
左手,0,伦敦国王学院 (King's College London),Exchange Student, , ,伦敦（Greater London）,有业游民,对世界充满了好奇心,772,5058,165,20
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Han Hsiao,1, , ,沃森（IBM）,,Auckland,"“黑暗中，他点燃了手中的烟斗，仿佛已经看穿了一切。“&lt;br&gt;&lt;br&gt;Numbers don't lie. Politics, poetry, promises... those are lies. Numbers are as close as we get to the handwriting of God.&lt;br&gt;&lt;br&gt;本人授权“维权骑士”。&lt;br&gt;Email:hanhsiao@dataology.cc",数据分析/数据挖掘/机器学习/人工智能/日格一物,150,31294,547,35
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
1993,0, ,法语, , ,上海,Don't be afraid to be amazing.,灵感作答,113,4891,1,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
珠宝达人王薇淇,0,St Joseph's University,International Marketing, , ,北京,人生七大乐事 诗书茶酒花 买买买 啪啪啪,GIA GIC珠宝鉴定师 钻石批发从业七年,146,1486,30,1
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Vivek Tiwari,1,Prestige (Indore); IIT-I PT, ,Entrepreneur,,India,"Hi, this is Vivek, I'm an entrepreneur from India. I'll answer your questions, from an Indian perspective.",一个骄傲的印度人,13,3820,15,2
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
口胡智障大绅士,1, , , , , ,Calm down and Return fire,μ'ser “黑水舰队” 死军宅 德国长剑未入门,130,1460,801,1
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
JamesXia,1,上海金融学院,国际金融学, , ,上海,God's in his heaven， All's rights with the world.,军事多欢乐，多方思维广，自科求真谛，社科伴人长。,145,2457,534,15
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
唐小开,1,已婚, ,麦当劳,餐厅经理/培训经理,墨尔本 (Melbourne),I don't give a damn.,I am crazy.,358,14470,295,1
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Rinkle,0, , , , ,深圳,嘻嘻哒~,(●''●) 微信公众号：Rinkle ,156,9580,11,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
薇Toyou,0,华中科技大学,临床医学, , ,上海,Darlin' 夢が叶ったの&lt;br&gt;「愛してる」&lt;br&gt;たった一度の たった一人の&lt;br&gt;生まれてきた幸せ味わってるんだよ,医学生/养了两（三）只猫,654,3823,27,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
东林君,1,PKU, ,知了映画,,北京,"I'm Starting With The Man In The Mirror, I'm Asking Him To Change His Ways",Farm animals,112,9372,69,39
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
胡痴儿2.0,1,娄底铁路小学,二班,Milook AR camera,interaction design intern,被打回原籍→卑贱的四线城市底层人民,"<a href=""https://link.zhihu.com/?target=http%3A//space.bilibili.com/55926675"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">space.bilibili.com/5592</span><span class=""invisible"">6675</span><span class=""ellipsis""></span><i class=""icon-external""></i></a>&lt;br&gt;个人微信：aefcmj（说明来意），公众号：cheeerfox。最崇拜的人：Elon Musk、Steven Paul Jobs、Lorenzo de' Medici、Benjamin Franklin、Julian Assange",我正在做我非做不可的事情～没人能替代我！做完这件事我死而无憾,487,4182,116,6
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
C.Yang,1,北京师范大学,天文学, , , ,"""Life's but a walking shadow, a poor player that struts and frets his hour upon the stage and then is heard no more.""",PhD student in astrophysics,337,1444,70,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
章添湿,1,西南财经大学（SWUFE）,植物繁殖, , ,西安,"『INTP天秤90后B型，直男，很详细吧？』If you've ever seen a one trick pony then you've seen me.我与我周旋久，宁作我。成事不说，遂事不谏，既往不咎。坦率讲其实我已经很久不读书了，写出来的大多是我至少5年前的想法，读过的书大半都忘掉了。Always should be someone you really love.经常制造没人关注也没人点赞的回答，还经常烂尾。关注我的人都很变态吧。写事人为，编在圣手。我信奉现代文学是写手与读者共同完成的工作，所以评论区是你们的，请尽兴。有事私信，评论区基本不参与。得天下之英才而教之，得天下之蠢才而骂之，快乐是相等的。中华民族伟大复兴一定实现，我就是相信中国早晚重回朝贡体系世界中心。Keep on walking that road and I'll follow.希望40岁能写出一点严肃像样的东西，如果能达到库切三成的水平我将心满意足。目前为止，草稿还没写出一行。蒋峰说：“我想回答他……他站得再高也没挡着我的路；”【维权骑士（<a href=""https://link.zhihu.com/?target=http%3A//www.rightknights.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">rightknights.com</span><span class=""invisible""></span><i class=""icon-external""></i></a>）】",爱过。保大的。只约相亲。拔剑吧少女，以后真的只约相亲了。,501,4937,508,18
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
熏沐李,1,QueensBorought C.C,Visual Basic,Marty's camera,相机修理工,Long island,美帝教书，hustle的纯艺摄影师，默默的补完着国人必备的亚文化，地下知识，以及国粹。武装的着祖国花朵的大脑，洗刷着我朝成人的三观。学习道教五术和吠陀占，精研命理，业缘，酷爱易理，望一日能将华夏文明弘扬与世界，用科学的角度探索术数，扩展认知，把握未来。&lt;br&gt;Quora:Xunmu Li  insta:erankus，微信在insta上问我要吧。,一个精研吠陀占星术，热爱五术命理，投身纯艺，教授摄影的纽约飞道士。,261,11368,316,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
贺羽,1,华盛顿大学（University of Washington）,航空航天,监督@沙永夏学习,,上海,GOD'S IN HIS HEAVEN. ALL'S RIGHT WITH THE WORLD.&lt;br&gt;答案可随意免费转载  只请注明出处和作者以及文章内本身的出处或转载  谢过了,那是我们的天空,81,9514,75,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
谷大白话,1, ,中医, , ,北京,THERE'S NO『俗』WITHOUT『谷』.,草根译者,0,30270,4,1
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
肖尧,1,福建医科大学,临床医学, , ,福州,"千言万语化成一句话：Dude, that's crap.",实习医生，美漫迷,136,5612,745,4
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
波蓝嗯,1,利物浦大学,中二燃料学, , ,深圳市,进步光环,How can I be creative when I'm drawing in four corners?,405,1495,90,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
madupi,0,研究生在读,MSN, , ,巴布亚新几内亚（Papua New Guinea）,All that we see or seem'  Is but a dream within a dream,人之所以痛苦，在于追求错误的东西,38,4164,29,1
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
王洋子豪,1,UC Davis,Parallel Computing, , ,California,Writing is nature's way of letting you know how sloppy your thinking is. -Guindon,"计算机科学博士生, 关注图形学及并行计算",101,3839,115,1
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
